Date,Price,Open,High,Low,Vol.,Change %
"Mar 14, 2022",212.3,211.5,211.5,211.5,0.01K,-3.35%
"Mar 13, 2022",219.65,220.5,224.05,218.8,0.03K,-1.48%
"Mar 10, 2022",222.95,224.6,225.4,221.2,14.46K,-1.00%
"Mar 09, 2022",225.2,230,230,223.85,0.01K,-2.28%
"Mar 08, 2022",230.45,233.4,235.9,227.65,18.94K,-1.54%
"Mar 07, 2022",234.05,223.2,233.4,223.2,0.01K,0.0379
"Mar 06, 2022",225.5,226.35,229.55,225.2,0.01K,0.006
"Mar 03, 2022",224.15,224.25,224.9,223.4,0.01K,0.00%
"Mar 02, 2022",224.15,231.55,231.55,224,0.01K,-2.73%
"Mar 01, 2022",230.45,235,235,229,0.01K,-2.87%
"Feb 28, 2022",237.25,236.95,236.95,236,0.00K,0.0128
"Feb 27, 2022",234.25,239.5,239.5,233.95,0.01K,-2.42%
"Feb 24, 2022",240.05,243.35,243.35,239.5,0.03K,0.0029
"Feb 23, 2022",239.35,248.5,248.5,238.95,0.05K,-3.72%
"Feb 22, 2022",248.6,249.5,252.75,248.4,0.03K,0.0006
"Feb 21, 2022",248.45,246.7,249.1,244,0.06K,0.0065
"Feb 17, 2022",246.85,252.35,252.35,244.3,0.10K,-1.85%
"Feb 16, 2022",251.5,252.2,253.6,248.95,1.15K,-0.30%
"Feb 15, 2022",252.25,253,254.55,250.05,16.71K,0.0016
"Feb 14, 2022",251.85,249.45,252.2,246.95,15.14K,0.0174
"Feb 13, 2022",247.55,251.25,253.9,244.8,16.81K,-1.63%
"Feb 10, 2022",251.65,254.6,256.8,250.85,24.39K,-1.39%
"Feb 09, 2022",255.2,259.1,260.45,253.65,30.10K,-1.22%
"Feb 08, 2022",258.35,248.3,259.5,247.9,45.25K,0.0378
"Feb 07, 2022",248.95,242,250,241.75,49.90K,0.0302
"Feb 06, 2022",241.65,241.6,242.9,239.55,22.86K,-0.08%
"Feb 03, 2022",241.85,244.05,244.4,238.1,24.38K,-0.84%
"Feb 02, 2022",243.9,239.5,244.3,237.85,25.16K,0.0214
"Feb 01, 2022",238.8,237.7,240.35,236.25,17.51K,0.0089
"Jan 31, 2022",236.7,235.75,240.85,235.75,27.18K,0.0068
"Jan 30, 2022",235.1,235.35,237.7,233.8,18.12K,-0.34%
"Jan 27, 2022",235.9,233.05,237.9,230.3,15.33K,0.0166
"Jan 26, 2022",232.05,237.25,237.75,231.55,27.59K,-2.87%
"Jan 25, 2022",238.9,238.6,241.35,237.25,10.68K,0.0042
"Jan 24, 2022",237.9,235,239,234.55,21.34K,0.0212
"Jan 23, 2022",232.95,237.45,237.5,230.45,30.85K,-2.08%
"Jan 20, 2022",237.9,241.3,242.2,236,21.50K,-2.36%
"Jan 19, 2022",243.65,245,245,241,14.34K,-0.33%
"Jan 18, 2022",244.45,238.4,245,238.35,17.08K,0.0202
"Jan 17, 2022",239.6,239,241.65,237.75,16.81K,-0.02%
"Jan 13, 2022",239.65,236.65,240.2,234.7,16.53K,0.0112
"Jan 12, 2022",237,241.3,242.65,236.35,19.23K,-1.60%
"Jan 11, 2022",240.85,238.25,244.9,238,22.29K,0.016
"Jan 10, 2022",237.05,235.75,238.15,233.55,17.53K,0.0092
"Jan 09, 2022",234.9,238.4,239,232.55,21.07K,-1.49%
"Jan 06, 2022",238.45,232,240.5,231.35,25.96K,0.0291
"Jan 05, 2022",231.7,230.6,232,227.55,13.70K,-0.02%
"Jan 04, 2022",231.75,232.05,233.75,230.05,12.33K,0.00%
"Jan 03, 2022",231.75,224.75,235.75,223.75,21.91K,0.0378
"Jan 02, 2022",223.3,226.15,226.95,220.55,13.65K,-1.24%
"Dec 30, 2021",226.1,228.5,228.8,224.1,11.69K,-1.20%
"Dec 29, 2021",228.85,229.1,229.65,226.2,8.56K,-0.02%
"Dec 28, 2021",228.9,225.6,229.9,225.35,8.39K,0.0146
"Dec 27, 2021",225.6,227.9,228.4,225,7.89K,-0.64%
"Dec 26, 2021",227.05,229.55,229.85,226.55,7.22K,-1.79%
"Dec 22, 2021",231.2,234.75,235.35,229.05,10.78K,-1.01%
"Dec 21, 2021",233.55,229.7,235.2,228.1,12.77K,0.0232
"Dec 20, 2021",228.25,225.55,229.4,224,14.05K,0.0172
"Dec 19, 2021",224.4,232.2,233,223.1,21.99K,-4.87%
"Dec 16, 2021",235.9,236,237.95,236,0.38K,-0.44%
"Dec 15, 2021",236.95,239.15,240.4,233.25,14.26K,-0.19%
"Dec 14, 2021",237.4,237.05,237.1,236.8,0.01K,0.0011
"Dec 13, 2021",237.15,238.1,238.1,238.1,0.00K,0.0019
"Dec 12, 2021",236.7,237.15,237.2,237.15,0.00K,0.0172
"Dec 09, 2021",232.7,235,235,235,0.01K,-3.18%
"Dec 08, 2021",240.35,243.7,243.7,239.7,0.01K,-1.80%
"Dec 07, 2021",244.75,246.75,246.75,246.75,0.00K,0.0035
"Dec 06, 2021",243.9,244,244,244,0.00K,-2.52%
"Dec 05, 2021",250.2,244.5,250.35,244.5,0.03K,0.0252
"Dec 02, 2021",244.05,238,244.8,237.05,17.78K,0.0278
"Dec 01, 2021",237.45,233.25,236.65,233.25,0.02K,0.0139
"Nov 30, 2021",234.2,234,234.45,233.45,0.01K,0.0041
"Nov 29, 2021",233.25,231.35,233.25,231.35,0.01K,-0.26%
"Nov 28, 2021",233.85,241.2,246.65,231.5,0.04K,-4.10%
"Nov 25, 2021",243.85,242.2,245.45,242.15,0.05K,-0.99%
"Nov 23, 2021",246.3,240.8,247.55,240,0.09K,0.0155
"Nov 22, 2021",242.55,233.85,242.4,233.75,0.09K,0.0484
"Nov 21, 2021",231.35,231.4,234.1,228.85,0.05K,-0.84%
"Nov 18, 2021",233.3,231,239,227.95,0.40K,0.019
"Nov 17, 2021",228.95,233.5,237.5,227.5,9.36K,-1.57%
"Nov 16, 2021",232.6,224.3,233.75,224,13.24K,0.0475
"Nov 15, 2021",222.05,223.85,224.65,221.3,11.04K,-0.31%
"Nov 14, 2021",222.75,219.45,225.9,217,16.88K,0.0139
"Nov 11, 2021",219.7,211.4,221.5,209.25,36.01K,0.0417
"Nov 10, 2021",210.9,206.1,212.6,205.4,40.19K,0.0338
"Nov 09, 2021",204,206.4,206.6,203.5,30.42K,-0.92%
"Nov 08, 2021",205.9,201.2,206.7,198.7,35.05K,0.0313
"Nov 07, 2021",199.65,203.6,206.1,199.3,30.48K,-1.92%
"Nov 04, 2021",203.55,209.5,209.5,202.3,33.99K,-2.42%
"Nov 03, 2021",208.6,209.5,211.4,206,21.76K,-0.33%
"Nov 02, 2021",209.3,208.05,212,205.85,21.82K,0.006
"Nov 01, 2021",208.05,208.2,209,204.7,22.68K,-0.31%
"Oct 31, 2021",208.7,203.2,209.85,202.2,19.67K,0.0233
"Oct 28, 2021",203.95,200.9,204.4,198.65,18.59K,0.02
"Oct 27, 2021",199.95,201,203.2,198.6,19.29K,-0.70%
"Oct 26, 2021",201.35,207.3,208.7,199.65,23.30K,-3.24%
"Oct 25, 2021",208.1,203.35,210.3,202.3,21.06K,0.0274
"Oct 24, 2021",202.55,199.95,203.8,197.25,20.16K,0.0135
"Oct 21, 2021",199.85,203.8,206.4,198.4,16.73K,-1.70%
"Oct 20, 2021",203.3,205.15,208.65,201.55,26.49K,-1.09%
"Oct 19, 2021",205.55,205.2,207,203.5,14.93K,0.0064
"Oct 18, 2021",204.25,202.6,205.6,201.7,14.85K,0.0131
"Oct 17, 2021",201.6,201.75,204.85,200.55,20.23K,-0.88%
"Oct 14, 2021",203.4,209.75,211,202.75,15.70K,-2.80%
"Oct 13, 2021",209.25,209.1,212.65,206.3,12.29K,0.0029
"Oct 12, 2021",208.65,214.55,214.95,205.8,19.18K,-2.11%
"Oct 11, 2021",213.15,204.05,215.15,202.6,24.69K,0.0436
"Oct 10, 2021",204.25,199.35,204.85,196.7,12.91K,0.0144
"Oct 07, 2021",201.35,200.25,203.35,198.5,17.29K,0.0174
"Oct 06, 2021",197.9,195.15,200.25,193.8,21.44K,0.023
"Oct 05, 2021",193.45,192.55,194.95,191.85,11.59K,0.0081
"Oct 04, 2021",191.9,200.55,201.15,191.3,26.15K,-4.22%
"Oct 03, 2021",200.35,201,206.85,199.65,20.40K,-1.81%
"Sep 30, 2021",204.05,194,205.55,192.95,27.90K,0.0518
"Sep 29, 2021",194,194.1,196.45,193.5,15.78K,0.0031
"Sep 28, 2021",193.4,198.45,199.45,193.25,14.72K,-2.62%
"Sep 27, 2021",198.6,194.05,199,192.5,16.73K,0.0256
"Sep 26, 2021",193.65,193.6,195.55,191.95,11.58K,-0.36%
"Sep 23, 2021",194.35,191.05,195.3,190.6,17.23K,0.0197
"Sep 22, 2021",190.6,185.35,191,185.25,16.99K,0.0311
"Sep 21, 2021",184.85,183.9,187.5,183.9,12.32K,0.0082
"Sep 20, 2021",183.35,183.05,185.55,182.35,14.47K,-0.08%
"Sep 19, 2021",183.5,184.6,186.05,182,15.53K,-2.03%
"Sep 16, 2021",187.3,185.6,188.15,185.6,0.00K,-0.27%
"Sep 15, 2021",187.8,185.55,185.6,185.55,0.00K,0.0043
"Sep 14, 2021",187,188,188,188,0.00K,0.0219
"Sep 13, 2021",183,186.7,187.8,182.5,16.98K,-0.73%
"Sep 12, 2021",184.35,187.4,188.45,185.2,14.74K,-0.67%
"Sep 09, 2021",185.6,187.5,189.2,185.75,14.29K,0.0032
"Sep 08, 2021",185,185.5,185.5,185.5,0.00K,-1.46%
"Sep 07, 2021",187.75,194.45,196.75,188.05,16.84K,-1.96%
"Sep 06, 2021",191.5,196.1,197.45,192.35,17.34K,0.005
"Sep 02, 2021",190.55,190.7,190.85,190.7,0.00K,-0.70%
"Sep 01, 2021",191.9,195.25,199.75,193,18.28K,-0.67%
"Aug 31, 2021",193.2,195.3,195.3,195.3,0.00K,-0.13%
"Aug 30, 2021",193.45,193.15,193.2,193.15,0.00K,-2.00%
"Aug 29, 2021",197.4,190.55,196.5,190.55,0.03K,0.0417
"Aug 26, 2021",189.5,186.05,189.6,186.05,0.02K,0.0207
"Aug 25, 2021",185.65,184,184.9,184,0.01K,0.0087
"Aug 24, 2021",184.05,185.35,185.35,183.9,0.04K,0.0041
"Aug 23, 2021",183.3,180.2,184.25,180.2,0.04K,0.0186
"Aug 22, 2021",179.95,177.45,180.45,177.2,0.27K,0.0095
"Aug 19, 2021",178.25,178.3,179.7,175.05,15.45K,0.0003
"Aug 18, 2021",178.2,179.15,179.15,175.2,13.01K,-0.83%
"Aug 17, 2021",179.7,178.65,181.15,177.6,8.91K,0.0042
"Aug 16, 2021",178.95,184.2,184.25,178.3,15.80K,-2.32%
"Aug 15, 2021",183.2,181.95,186.25,179.75,15.36K,0.0025
"Aug 12, 2021",182.75,185.95,187.35,181.2,24.80K,-2.04%
"Aug 11, 2021",186.55,184.7,186.9,182.85,39.09K,0.0147
"Aug 10, 2021",183.85,181,185.3,179.8,29.47K,0.0102
"Aug 09, 2021",182,179.5,182.25,177.55,29.06K,0.0148
"Aug 08, 2021",179.35,174.8,180.6,172.45,22.41K,0.019
"Aug 05, 2021",176,177.8,177.8,173.55,21.24K,-0.51%
"Aug 04, 2021",176.9,175.65,177.65,173.3,17.21K,0.0071
"Aug 03, 2021",175.65,176.25,178.65,173.9,18.87K,0.0046
"Aug 02, 2021",174.85,172.8,177.7,172.05,18.66K,0.0119
"Aug 01, 2021",172.8,179.35,179.35,171.6,37.34K,-3.76%
"Jul 29, 2021",179.55,200,201.75,178.6,31.47K,-8.63%
"Jul 28, 2021",196.5,201.8,203.5,190.25,29.96K,-1.97%
"Jul 27, 2021",200.45,204.05,205.35,195.2,28.23K,-0.64%
"Jul 26, 2021",201.75,206.3,209.6,199.55,27.48K,-2.91%
"Jul 25, 2021",207.8,199.5,215.2,199,37.32K,0.0995
"Jul 22, 2021",189,205.1,209.5,187.2,41.11K,-2.40%
"Jul 21, 2021",193.65,180,195.5,180,44.99K,0.1003
"Jul 20, 2021",176,167.1,177.9,166.55,34.76K,0.0625
"Jul 19, 2021",165.65,160.2,168.45,160.2,44.83K,0.067
"Jul 18, 2021",155.25,159.5,159.5,155.6,0.01K,-3.69%
"Jul 15, 2021",161.2,157.95,161.95,157.55,26.48K,0.0274
"Jul 14, 2021",156.9,155.9,157.75,155.9,0.04K,0.0029
"Jul 13, 2021",156.45,154.55,154.55,152.9,0.00K,0.0286
"Jul 12, 2021",152.1,152.2,152.2,152.1,0.01K,-1.14%
"Jul 11, 2021",153.85,153.4,153.85,153.4,0.02K,0.0169
"Jul 08, 2021",151.3,149.6,150.8,149.6,0.00K,-0.49%
"Jul 07, 2021",152.05,149.3,149.3,149.3,0.00K,0.0154
"Jul 06, 2021",149.75,148.6,152.3,148.6,21.58K,0.0125
"Jul 05, 2021",147.9,153.25,153.25,149.35,0.03K,-3.05%
"Jul 01, 2021",152.55,154.65,154.65,153.75,0.01K,-2.21%
"Jun 30, 2021",156,162.1,162.1,154,0.04K,-2.10%
"Jun 29, 2021",159.35,158.4,159,158.05,0.04K,-0.22%
"Jun 28, 2021",159.7,162.7,162.75,159.5,0.04K,-1.57%
"Jun 27, 2021",162.25,158.5,163.2,157.7,0.04K,0.0318
"Jun 24, 2021",157.25,154.75,157.3,154.75,0.06K,0.0318
"Jun 23, 2021",152.4,152.25,153.4,151.5,0.06K,-0.49%
"Jun 22, 2021",153.15,152.15,152.6,151.9,0.16K,0.0126
"Jun 21, 2021",151.25,153.7,153.85,150.25,0.31K,-0.72%
"Jun 20, 2021",152.35,149.05,153.95,147.1,5.28K,0.0163
"Jun 17, 2021",149.9,149.65,151,147.05,10.93K,0.0023
"Jun 16, 2021",149.55,152.55,152.65,148.8,9.83K,-2.48%
"Jun 15, 2021",153.35,151.8,154.3,151.3,11.29K,0.0142
"Jun 14, 2021",151.2,154.3,154.75,150.75,19.01K,-1.88%
"Jun 13, 2021",154.1,156.6,156.6,151.55,25.27K,-2.13%
"Jun 10, 2021",157.45,159.6,160.7,157.2,32.76K,-0.79%
"Jun 09, 2021",158.7,158.05,159.3,156.65,34.67K,0.0095
"Jun 08, 2021",157.2,157.7,159.6,155.85,27.10K,-0.32%
"Jun 07, 2021",157.7,160.3,161.95,157.2,30.12K,-1.53%
"Jun 06, 2021",160.15,161.8,163.6,158.9,31.18K,-0.93%
"Jun 03, 2021",161.65,157.85,162,155.2,26.82K,0.0257
"Jun 02, 2021",157.6,160.9,162.1,156.1,25.91K,-2.20%
"Jun 01, 2021",161.15,161.7,165.35,160.3,18.95K,0.0006
"May 31, 2021",161.05,162,166.75,159.3,32.56K,-0.80%
"May 27, 2021",162.35,156.35,163.15,156.35,30.13K,0.0451
"May 26, 2021",155.35,156.55,157.25,154.55,18.91K,-0.22%
"May 25, 2021",155.7,150.4,156.75,150.15,22.60K,0.0346
"May 24, 2021",150.5,150.5,152,148.9,15.43K,0.0101
"May 23, 2021",149,149.6,150.45,147.45,11.46K,-0.73%
"May 20, 2021",150.1,150.35,152.9,148.5,11.43K,-0.56%
"May 19, 2021",150.95,151.15,153.65,150.4,14.91K,0.00%
"May 18, 2021",150.95,152.8,153.3,149.25,16.27K,-0.56%
"May 17, 2021",151.8,147.15,147.15,147.15,0.00K,0.0469
"May 16, 2021",145,146,146,146,0.01K,0.0052
"May 13, 2021",144.25,146.4,147.75,144.7,16.72K,-0.96%
"May 12, 2021",145.65,145.75,147.9,143.85,16.90K,-0.07%
"May 11, 2021",145.75,147.65,147.65,147.65,0.00K,-1.45%
"May 10, 2021",147.9,149.2,149.2,147.05,0.04K,0.002
"May 09, 2021",147.6,153,153,148.35,0.01K,-3.09%
"May 06, 2021",152.3,152,152,150.95,0.00K,-0.78%
"May 05, 2021",153.5,149,149.5,149,0.00K,0.0337
"May 04, 2021",148.5,142.95,143.4,142.95,0.00K,0.0691
"May 03, 2021",138.9,139.35,139.35,139,0.01K,0.0011
"May 02, 2021",138.75,139.9,140.35,138.85,0.02K,-0.86%
"Apr 29, 2021",139.95,143.9,143.9,143.9,0.01K,-1.03%
"Apr 28, 2021",141.4,145.8,145.8,141.35,0.02K,-2.01%
"Apr 27, 2021",144.3,144,144.95,142.4,0.01K,-0.03%
"Apr 26, 2021",144.35,142.45,144.5,142.45,0.01K,0.0183
"Apr 25, 2021",141.75,136.65,142.35,136.5,0.03K,0.0358
"Apr 22, 2021",136.85,134.85,138.5,134.85,0.06K,0.019
"Apr 21, 2021",134.3,132.9,134.5,130,0.24K,0.0159
"Apr 20, 2021",132.2,132.65,133.35,130.65,11.57K,-0.19%
"Apr 19, 2021",132.45,130.05,132.95,129.9,11.45K,0.02
"Apr 18, 2021",129.85,129.4,131.55,129.05,9.48K,0.0054
"Apr 15, 2021",129.15,132.9,133.45,128.85,11.39K,-2.68%
"Apr 14, 2021",132.7,132.05,133,130.9,16.69K,0.0045
"Apr 13, 2021",132.1,130.25,133.15,130.2,18.26K,0.0158
"Apr 12, 2021",130.05,128.1,131.1,126.8,26.33K,0.0152
"Apr 11, 2021",128.1,127,129.1,125.75,23.95K,0.0067
"Apr 08, 2021",127.25,127.9,128.85,127,26.96K,-0.47%
"Apr 07, 2021",127.85,127,128.7,126.75,28.83K,0.0087
"Apr 06, 2021",126.75,126.9,128,125.45,22.70K,-0.08%
"Apr 05, 2021",126.85,122.5,127.3,121.35,31.61K,0.0389
"Apr 04, 2021",122.1,121.4,122.9,120.55,16.09K,0.0041
"Mar 31, 2021",121.6,124.95,125.45,120.75,23.92K,-1.54%
"Mar 30, 2021",123.5,123,124.75,120.5,30.04K,0.0073
"Mar 29, 2021",122.6,126.55,127.05,122.45,26.45K,-3.50%
"Mar 28, 2021",127.05,128.35,128.4,126.2,14.23K,-1.13%
"Mar 25, 2021",128.5,127.1,129.6,127.1,16.76K,0.015
"Mar 24, 2021",126.6,127,127.55,125.2,19.49K,0.0008
"Mar 23, 2021",126.5,128.2,128.8,126.5,19.14K,-0.86%
"Mar 22, 2021",127.6,130.1,130.6,127.45,15.77K,-1.92%
"Mar 21, 2021",130.1,129,130.45,126.9,17.09K,0.0371
"Mar 18, 2021",125.45,129.95,131.4,128.25,19.95K,-0.75%
"Mar 17, 2021",126.4,133.7,134.4,128.6,0.01K,-4.86%
"Mar 16, 2021",132.85,132.5,132.5,132.5,0.00K,-0.71%
"Mar 15, 2021",133.8,131.5,131.5,130,0.01K,0.0179
"Mar 14, 2021",131.45,132.6,132.6,130,0.00K,-0.76%
"Mar 11, 2021",132.45,132.35,133.45,131,13.31K,0.0049
"Mar 10, 2021",131.8,131.9,131.9,131.9,0.00K,0.0189
"Mar 09, 2021",129.35,129.15,129.15,128.8,0.00K,0.0035
"Mar 08, 2021",128.9,129.55,129.55,129.55,0.00K,-0.12%
"Mar 07, 2021",129.05,128.25,130.95,128,16.73K,0.0023
"Mar 04, 2021",128.75,131.05,131.05,128.45,0.01K,0.0027
"Mar 03, 2021",128.4,128.25,128.25,128.25,0.00K,-2.10%
"Mar 02, 2021",131.15,133.75,133.75,130,0.02K,-1.54%
"Mar 01, 2021",133.2,136.15,134.65,132,0.01K,-1.44%
"Feb 28, 2021",135.15,138.45,138.45,132.6,0.04K,-1.24%
"Feb 25, 2021",136.85,139,139,138.4,0.04K,-1.69%
"Feb 24, 2021",139.2,136.25,139.3,136.25,0.02K,0.0262
"Feb 23, 2021",135.65,137,137.75,136.95,0.11K,-0.88%
"Feb 22, 2021",136.85,133.25,136.75,132.85,0.08K,0.0255
"Feb 21, 2021",133.45,127,134.1,126.2,0.04K,0.0467
"Feb 18, 2021",127.5,127.6,127.75,126.7,0.15K,-0.08%
"Feb 17, 2021",127.6,125.9,127.75,125.9,0.29K,0.0151
"Feb 16, 2021",125.7,125,125.9,123.35,12.95K,0.0109
"Feb 15, 2021",124.35,121.4,124.9,121.15,18.37K,0.0264
"Feb 11, 2021",121.15,120.9,122.35,120.25,12.31K,-0.04%
"Feb 10, 2021",121.2,121.05,121.75,120.5,24.07K,0.0008
"Feb 09, 2021",121.1,122.95,123.55,120.25,35.88K,-1.50%
"Feb 08, 2021",122.95,124.05,124.3,122.5,22.92K,-0.93%
"Feb 07, 2021",124.1,124.2,124.8,123.3,24.45K,-0.32%
"Feb 04, 2021",124.5,124.65,125.85,123.8,25.38K,0.0036
"Feb 03, 2021",124.05,124.5,124.7,120.2,32.47K,0.0008
"Feb 02, 2021",123.95,123.1,124.85,122.7,14.37K,0.0045
"Feb 01, 2021",123.4,125.45,126.1,122.7,18.53K,-1.56%
"Jan 31, 2021",125.35,122.65,127.3,122.45,24.53K,0.0195
"Jan 28, 2021",122.95,124.15,124.7,122.05,20.13K,-0.85%
"Jan 27, 2021",124,125.5,126.9,123.55,16.58K,-1.20%
"Jan 26, 2021",125.5,124.55,126.15,123.1,16.06K,0.008
"Jan 25, 2021",124.5,123.4,125.9,123.25,16.23K,0.0101
"Jan 24, 2021",123.25,123,124.95,122.15,18.32K,-0.64%
"Jan 21, 2021",124.05,125.7,126.3,122.85,18.27K,-1.90%
"Jan 20, 2021",126.45,125.8,127.3,124.75,13.90K,0.01